lsoa11cd,lsoa_name_2,lad19cd,lad19nm,wimd_deciles,wimd_income_domain_deciles,wimd_employment_domain_deciles,wimd_health_domain_deciles,wimd_education_domain_deciles,wimd_access_to_services_domain_deciles,wimd_housing_domain_deciles,wimd_physical_environment_domain_deciles,wimd_community_safety_domain_deciles,region_name
W01000385,Wrexham 014C,W06000006,Wrexham,10,9,9,7,8,9,9,10,7,North Wales
W01000779,Swansea 012D,W06000011,Swansea,7,5,6,4,7,5,7,8,5,Mid and South West Wales
W01000130,Conwy 012C,W06000003,Conwy,9,8,8,10,9,10,7,8,4,North Wales
W01001214,Rhondda Cynon Taf 011B,W06000016,Rhondda Cynon Taf,8,7,7,7,7,10,9,2,6,South East Wales
W01000133,Conwy 002A,W06000003,Conwy,9,8,9,9,7,8,9,8,7,North Wales
W01000617,Pembrokeshire 002F,W06000009,Pembrokeshire,4,6,5,8,4,1,1,10,8,Mid and South West Wales
W01001443,Blaenau Gwent 005A,W06000019,Blaenau Gwent,2,3,2,1,2,7,3,8,1,South East Wales
W01001425,Caerphilly 024D,W06000018,Caerphilly,8,7,7,7,7,7,8,5,3,South East Wales
W01000173,Conwy 003B,W06000003,Conwy,9,9,10,9,9,2,6,10,7,North Wales
W01000261,Flintshire 014C,W06000005,Flintshire,9,8,8,7,6,9,8,10,9,North Wales
W01001685,Newport 014B,W06000022,Newport,2,2,3,4,5,3,1,2,1,South East Wales
W01001716,Cardiff 035C,W06000015,Cardiff,8,8,8,9,10,8,2,1,5,South East Wales
W01000294,Flintshire 005C,W06000005,Flintshire,9,9,9,8,8,6,8,9,8,North Wales
W01001791,Cardiff 005A,W06000015,Cardiff,8,7,7,8,8,9,6,3,6,South East Wales
W01000416,Wrexham 007D,W06000006,Wrexham,10,10,10,10,9,10,10,7,10,North Wales
W01000923,Neath Port Talbot 007D,W06000012,Neath Port Talbot,7,8,6,6,6,3,7,4,8,Mid and South West Wales
W01000640,Carmarthenshire 007D,W06000010,Carmarthenshire,10,10,9,9,9,6,10,8,5,Mid and South West Wales
W01000792,Swansea 004B,W06000011,Swansea,10,9,9,9,9,8,10,7,9,Mid and South West Wales
W01001091,The Vale of Glamorgan 010A,W06000014,Vale of Glamorgan,10,9,9,8,8,10,10,6,7,South East Wales
W01001435,Blaenau Gwent 008A,W06000019,Blaenau Gwent,3,5,4,3,3,8,1,2,2,South East Wales
W01001750,Cardiff 031A,W06000015,Cardiff,2,1,1,2,5,7,4,4,3,South East Wales
W01000376,Wrexham 003C,W06000006,Wrexham,9,8,9,6,6,6,7,10,5,North Wales
W01001895,Cardiff 010D,W06000015,Cardiff,2,3,1,2,7,4,7,4,3,South East Wales
W01001672,Newport 009C,W06000022,Newport,7,6,7,5,8,7,8,2,6,South East Wales
W01001952,Cardiff 049F,W06000015,Cardiff,3,4,3,5,6,4,4,1,1,South East Wales
W01000629,Carmarthenshire 024B,W06000010,Carmarthenshire,4,4,4,4,4,7,2,2,3,Mid and South West Wales
W01000388,Wrexham 008E,W06000006,Wrexham,9,7,7,8,8,10,6,8,7,North Wales
W01001888,Cardiff 010A,W06000015,Cardiff,8,7,7,8,9,6,9,3,6,South East Wales
W01001942,Cardiff 049B,W06000015,Cardiff,2,2,3,3,4,3,1,2,2,South East Wales
W01000124,Conwy 012A,W06000003,Conwy,7,8,8,9,7,1,2,9,9,North Wales
W01000633,Carmarthenshire 021B,W06000010,Carmarthenshire,3,3,2,4,3,4,6,3,2,Mid and South West Wales
W01000465,Powys 018E,W06000023,Powys,9,10,10,10,10,2,4,10,10,Mid and South West Wales
W01000609,Pembrokeshire 014D,W06000009,Pembrokeshire,9,8,6,9,7,6,9,5,10,Mid and South West Wales
W01000177,Conwy 011E,W06000003,Conwy,7,5,7,7,6,3,5,10,6,North Wales
W01001106,The Vale of Glamorgan 011A,W06000014,Vale of Glamorgan,10,9,10,10,9,10,10,3,9,South East Wales
W01001196,Rhondda Cynon Taf 027B,W06000016,Rhondda Cynon Taf,10,9,8,8,8,10,10,7,10,South East Wales
W01001668,Newport 010D,W06000022,Newport,1,1,2,4,1,5,6,3,1,South East Wales
W01000410,Wrexham 014D,W06000006,Wrexham,6,5,5,6,5,9,3,9,3,North Wales
W01000678,Carmarthenshire 002C,W06000010,Carmarthenshire,4,5,6,6,6,1,3,2,8,Mid and South West Wales
W01001574,Monmouthshire 011C,W06000021,Monmouthshire,10,9,9,9,9,7,10,2,9,South East Wales
W01000190,Conwy 014D,W06000003,Conwy,7,8,9,9,9,1,2,9,9,North Wales
W01000309,Flintshire 019C,W06000005,Flintshire,7,6,7,5,6,4,4,6,8,North Wales
W01000011,Isle of Anglesey 008B,W06000001,Isle of Anglesey,8,8,7,10,9,10,2,9,1,North Wales
W01000313,Flintshire 016A,W06000005,Flintshire,7,6,7,8,4,7,5,5,6,North Wales
W01001786,Cardiff 023B,W06000015,Cardiff,5,5,6,6,5,8,2,2,3,South East Wales
W01000315,Flintshire 016C,W06000005,Flintshire,7,6,5,6,6,8,8,5,2,North Wales
W01000706,Carmarthenshire 025C,W06000010,Carmarthenshire,4,4,4,3,3,7,6,6,4,Mid and South West Wales
W01000364,Wrexham 006E,W06000006,Wrexham,7,7,6,6,6,10,2,10,2,North Wales
W01001782,Cardiff 026D,W06000015,Cardiff,10,10,10,10,10,10,8,2,5,South East Wales
W01001793,Cardiff 002A,W06000015,Cardiff,10,10,10,10,9,10,10,3,10,South East Wales
W01000029,Isle of Anglesey 003C,W06000001,Isle of Anglesey,2,2,2,3,3,6,5,10,2,North Wales
W01000431,Powys 014A,W06000023,Powys,6,6,6,8,5,4,3,8,6,Mid and South West Wales
W01000932,Neath Port Talbot 019A,W06000012,Neath Port Talbot,3,3,3,5,3,4,7,3,1,Mid and South West Wales
W01000154,Conwy 003A,W06000003,Conwy,10,9,9,8,9,7,9,10,8,North Wales
W01000042,Isle of Anglesey 008D,W06000001,Isle of Anglesey,8,7,7,7,7,6,8,10,5,North Wales
W01000807,Swansea 003B,W06000011,Swansea,9,9,7,8,8,6,8,7,9,Mid and South West Wales
W01000181,Conwy 008D,W06000003,Conwy,10,9,9,9,9,10,10,10,9,North Wales
W01000736,Swansea 028A,W06000011,Swansea,10,10,9,10,10,10,9,9,10,Mid and South West Wales
W01000737,Swansea 028B,W06000011,Swansea,10,9,9,9,10,8,9,9,10,Mid and South West Wales
W01000782,Swansea 023C,W06000011,Swansea,10,8,8,9,8,10,9,9,10,Mid and South West Wales
W01000944,Neath Port Talbot 002B,W06000012,Neath Port Talbot,3,4,3,3,4,4,3,6,7,Mid and South West Wales
W01001034,Bridgend 003F,W06000013,Bridgend,3,3,2,3,3,7,2,2,5,South East Wales
W01000220,Denbighshire 001C,W06000004,Denbighshire,5,5,3,4,4,6,8,4,6,North Wales
W01000523,Ceredigion 001C,W06000008,Ceredigion,7,8,8,9,7,1,3,5,9,Mid and South West Wales
W01000747,Swansea 024A,W06000011,Swansea,4,4,6,4,6,5,1,5,5,Mid and South West Wales
W01001753,Cardiff 031C,W06000015,Cardiff,1,1,1,1,2,3,5,4,4,South East Wales
W01000231,Denbighshire 017A,W06000004,Denbighshire,5,4,4,3,4,7,5,10,5,North Wales
W01000059,Gwynedd 006A,W06000002,Gwynedd,2,2,2,3,3,3,4,9,1,North Wales
W01001928,Conwy 010H,W06000003,Conwy,1,1,1,1,3,4,6,3,1,North Wales
W01000434,Powys 007A,W06000023,Powys,6,8,8,7,6,1,3,6,10,Mid and South West Wales
W01000459,Powys 014D,W06000023,Powys,6,8,8,10,7,1,3,5,6,Mid and South West Wales
W01000613,Pembrokeshire 001E,W06000009,Pembrokeshire,6,6,7,9,8,1,2,6,9,Mid and South West Wales
W01000815,Swansea 003E,W06000011,Swansea,9,9,7,8,8,7,7,6,6,Mid and South West Wales
W01000643,Carmarthenshire 006A,W06000010,Carmarthenshire,6,5,5,4,5,5,8,7,6,Mid and South West Wales
W01001348,Caerphilly 009A,W06000018,Caerphilly,3,2,2,4,2,5,7,7,2,South East Wales
W01000785,Swansea 007B,W06000011,Swansea,10,10,9,9,9,8,10,10,10,Mid and South West Wales
W01000793,Swansea 004C,W06000011,Swansea,10,10,9,9,10,4,10,9,8,Mid and South West Wales
W01000054,Gwynedd 007A,W06000002,Gwynedd,8,8,8,8,8,2,6,8,4,North Wales
W01000552,Ceredigion 011D,W06000008,Ceredigion,7,8,9,8,8,1,5,8,10,Mid and South West Wales
W01000073,Gwynedd 008A,W06000002,Gwynedd,8,8,8,8,8,2,4,8,9,North Wales
W01001474,Blaenau Gwent 003C,W06000019,Blaenau Gwent,3,3,2,3,3,2,9,5,2,South East Wales
W01000667,Carmarthenshire 023C,W06000010,Carmarthenshire,6,7,5,5,4,4,9,3,7,Mid and South West Wales
W01001832,Cardiff 033C,W06000015,Cardiff,3,7,8,8,1,3,1,1,3,South East Wales
W01000698,Carmarthenshire 015B,W06000010,Carmarthenshire,6,6,4,4,5,8,3,8,8,Mid and South West Wales
W01001929,Wrexham 012F,W06000006,Wrexham,3,4,4,5,2,4,1,3,1,North Wales
W01000127,Conwy 009B,W06000003,Conwy,1,1,1,2,3,6,6,9,3,North Wales
W01000561,Pembrokeshire 001D,W06000009,Pembrokeshire,7,6,8,9,7,1,3,10,9,Mid and South West Wales
W01000003,Isle of Anglesey 001A,W06000001,Isle of Anglesey,3,3,3,4,4,5,5,10,4,North Wales
W01000017,Isle of Anglesey 003B,W06000001,Isle of Anglesey,3,2,3,4,2,5,6,10,2,North Wales
W01000569,Pembrokeshire 005B,W06000009,Pembrokeshire,7,6,8,7,5,2,10,9,6,Mid and South West Wales
W01000753,Swansea 002D,W06000011,Swansea,4,3,4,4,4,6,4,7,6,Mid and South West Wales
W01000334,Flintshire 009C,W06000005,Flintshire,5,5,6,5,3,10,2,4,5,North Wales
W01000143,Conwy 007B,W06000003,Conwy,3,3,3,4,4,6,1,9,3,North Wales
W01000080,Gwynedd 014C,W06000002,Gwynedd,8,6,8,10,7,2,4,10,7,North Wales
W01000585,Pembrokeshire 007B,W06000009,Pembrokeshire,7,8,9,9,9,1,3,6,8,Mid and South West Wales
W01000100,Gwynedd 010B,W06000002,Gwynedd,8,7,9,9,8,1,4,9,9,North Wales
W01000806,Swansea 003A,W06000011,Swansea,6,5,5,6,6,7,6,3,6,Mid and South West Wales
W01000828,Swansea 018B,W06000011,Swansea,9,10,9,9,10,3,7,7,9,Mid and South West Wales
W01000859,Swansea 027B,W06000011,Swansea,10,9,6,9,10,9,10,8,9,Mid and South West Wales
W01000877,Swansea 007E,W06000011,Swansea,9,8,7,6,8,7,7,5,8,Mid and South West Wales
W01001072,The Vale of Glamorgan 009E,W06000014,Vale of Glamorgan,10,9,9,9,9,10,10,4,8,South East Wales
W01000875,Swansea 026D,W06000011,Swansea,6,8,8,5,8,4,1,2,5,Mid and South West Wales
W01000320,Flintshire 002B,W06000005,Flintshire,3,3,4,3,2,2,6,10,4,North Wales
W01000356,Wrexham 017C,W06000006,Wrexham,3,4,4,2,2,4,5,4,5,North Wales
W01000765,Swansea 015C,W06000011,Swansea,4,4,5,5,4,10,2,2,6,Mid and South West Wales
W01000908,Neath Port Talbot 006E,W06000012,Neath Port Talbot,9,8,7,8,9,6,8,6,10,Mid and South West Wales
W01001090,The Vale of Glamorgan 006E,W06000014,Vale of Glamorgan,9,10,10,10,10,3,8,5,5,South East Wales
W01000170,Conwy 013C,W06000003,Conwy,8,7,7,8,7,5,5,10,6,North Wales
W01000480,Powys 008A,W06000023,Powys,2,3,3,4,2,2,4,4,1,Mid and South West Wales
W01000745,Swansea 025B,W06000011,Swansea,2,3,4,2,5,4,1,3,1,Mid and South West Wales
W01000595,Pembrokeshire 007C,W06000009,Pembrokeshire,7,6,5,5,6,8,4,9,7,Mid and South West Wales
W01000586,Pembrokeshire 006C,W06000009,Pembrokeshire,3,3,4,4,2,3,8,6,7,Mid and South West Wales
W01001002,Bridgend 010D,W06000013,Bridgend,2,2,2,1,3,4,7,7,4,South East Wales
W01000200,Denbighshire 008A,W06000004,Denbighshire,8,7,7,7,6,10,3,10,8,North Wales
W01001134,The Vale of Glamorgan 008F,W06000014,Vale of Glamorgan,10,9,9,8,10,5,10,6,10,South East Wales
W01001193,Rhondda Cynon Taf 030A,W06000016,Rhondda Cynon Taf,10,9,9,9,8,8,9,5,10,South East Wales
W01000852,Swansea 021D,W06000011,Swansea,4,4,4,4,4,7,3,7,4,Mid and South West Wales
W01001194,Rhondda Cynon Taf 030B,W06000016,Rhondda Cynon Taf,10,10,10,9,9,8,10,3,9,South East Wales
W01001126,The Vale of Glamorgan 005E,W06000014,Vale of Glamorgan,9,7,8,9,8,9,7,4,7,South East Wales
W01000619,Pembrokeshire 016B,W06000009,Pembrokeshire,7,7,7,7,7,2,8,5,6,Mid and South West Wales
W01000258,Flintshire 006A,W06000005,Flintshire,8,7,8,7,6,2,6,10,7,North Wales
W01000347,Wrexham 006A,W06000006,Wrexham,8,8,9,7,6,6,5,10,5,North Wales
W01000607,Pembrokeshire 015C,W06000009,Pembrokeshire,3,2,3,3,2,3,8,6,4,Mid and South West Wales
W01001304,Merthyr Tydfil 006D,W06000024,Merthyr Tydfil,6,6,5,5,4,8,2,5,7,South East Wales
W01000363,Wrexham 006D,W06000006,Wrexham,8,6,6,5,7,10,7,10,7,North Wales
W01000365,Wrexham 011C,W06000006,Wrexham,8,7,8,8,6,5,3,10,5,North Wales
W01001223,Rhondda Cynon Taf 031C,W06000016,Rhondda Cynon Taf,10,10,9,8,9,10,10,3,10,South East Wales
W01001225,Rhondda Cynon Taf 031E,W06000016,Rhondda Cynon Taf,10,10,10,10,10,9,10,5,10,South East Wales
W01001324,Merthyr Tydfil 003E,W06000024,Merthyr Tydfil,6,6,4,5,6,7,6,9,5,South East Wales
W01001191,Rhondda Cynon Taf 031A,W06000016,Rhondda Cynon Taf,9,9,9,7,7,9,9,3,9,South East Wales
W01001327,Caerphilly 014A,W06000018,Caerphilly,6,7,6,5,5,7,2,4,2,South East Wales
W01000887,Neath Port Talbot 005A,W06000012,Neath Port Talbot,4,4,4,4,4,2,8,3,8,Mid and South West Wales
W01000946,Neath Port Talbot 004B,W06000012,Neath Port Talbot,4,4,4,4,5,4,7,6,3,Mid and South West Wales
W01000383,Wrexham 020A,W06000006,Wrexham,8,9,9,9,8,2,8,7,1,North Wales
W01000555,Pembrokeshire 008A,W06000009,Pembrokeshire,8,9,8,9,8,1,9,8,8,Mid and South West Wales
W01000654,Carmarthenshire 023B,W06000010,Carmarthenshire,3,4,3,4,3,8,3,2,1,Mid and South West Wales
W01001018,Bridgend 002D,W06000013,Bridgend,2,3,2,1,3,7,3,6,3,South East Wales
W01001252,Rhondda Cynon Taf 024D,W06000016,Rhondda Cynon Taf,9,9,8,7,9,6,8,8,10,South East Wales
W01000361,Wrexham 019E,W06000006,Wrexham,5,5,5,6,4,6,4,6,5,North Wales
W01000601,Pembrokeshire 013B,W06000009,Pembrokeshire,1,1,1,2,1,2,4,5,1,Mid and South West Wales
W01001472,Blaenau Gwent 003A,W06000019,Blaenau Gwent,6,7,5,6,7,4,7,3,4,South East Wales
W01000730,Carmarthenshire 018D,W06000010,Carmarthenshire,3,3,4,4,4,2,6,2,7,Mid and South West Wales
W01000455,Powys 013B,W06000023,Powys,5,3,4,5,3,6,7,9,5,Mid and South West Wales
W01000935,Neath Port Talbot 008B,W06000012,Neath Port Talbot,1,1,1,2,2,6,2,2,2,Mid and South West Wales
W01001188,Rhondda Cynon Taf 001C,W06000016,Rhondda Cynon Taf,1,1,1,1,2,8,6,5,3,South East Wales
W01001277,Rhondda Cynon Taf 028D,W06000016,Rhondda Cynon Taf,9,9,9,8,6,10,7,3,8,South East Wales
W01001799,Cardiff 001D,W06000015,Cardiff,10,10,9,9,10,8,10,3,9,South East Wales
W01001842,Cardiff 003B,W06000015,Cardiff,10,9,10,10,10,10,10,3,6,South East Wales
W01000597,Pembrokeshire 002E,W06000009,Pembrokeshire,8,8,8,9,6,3,3,9,9,Mid and South West Wales
W01000968,Neath Port Talbot 019D,W06000012,Neath Port Talbot,4,4,4,4,3,8,6,2,6,Mid and South West Wales
W01001504,Torfaen 013A,W06000020,Torfaen,6,6,6,4,6,4,3,4,6,South East Wales
W01000888,Neath Port Talbot 004A,W06000012,Neath Port Talbot,7,6,6,6,6,5,6,8,8,Mid and South West Wales
W01001165,Rhondda Cynon Taf 019B,W06000016,Rhondda Cynon Taf,4,5,4,3,4,8,4,3,6,South East Wales
W01000593,Pembrokeshire 010C,W06000009,Pembrokeshire,5,4,5,6,2,5,8,5,6,Mid and South West Wales
W01001202,Rhondda Cynon Taf 009C,W06000016,Rhondda Cynon Taf,1,1,1,1,2,5,3,5,2,South East Wales
W01000673,Carmarthenshire 027F,W06000010,Carmarthenshire,5,6,5,8,7,2,2,2,8,Mid and South West Wales
W01000697,Carmarthenshire 015A,W06000010,Carmarthenshire,5,5,5,4,3,9,4,7,4,Mid and South West Wales
W01000997,Bridgend 012A,W06000013,Bridgend,7,6,5,5,6,7,6,7,8,South East Wales
W01001246,Rhondda Cynon Taf 025D,W06000016,Rhondda Cynon Taf,7,6,5,5,6,9,7,7,4,South East Wales
W01001354,Caerphilly 014D,W06000018,Caerphilly,7,6,6,7,5,8,5,8,6,South East Wales
W01001520,Torfaen 007B,W06000020,Torfaen,6,6,7,5,5,7,3,2,3,South East Wales
W01001826,Cardiff 024B,W06000015,Cardiff,9,10,10,9,9,9,5,2,8,South East Wales
W01001576,Monmouthshire 004D,W06000021,Monmouthshire,6,5,7,7,3,9,5,1,6,South East Wales
W01001674,Newport 009E,W06000022,Newport,6,6,6,5,5,9,8,3,5,South East Wales
W01001187,Rhondda Cynon Taf 001B,W06000016,Rhondda Cynon Taf,4,5,3,4,3,8,4,5,5,South East Wales
W01000615,Pembrokeshire 011E,W06000009,Pembrokeshire,8,7,7,7,7,5,9,4,8,Mid and South West Wales
W01000616,Pembrokeshire 011F,W06000009,Pembrokeshire,8,6,7,9,7,7,5,5,6,Mid and South West Wales
W01001890,Cardiff 021D,W06000015,Cardiff,9,10,9,8,9,8,8,2,8,South East Wales
W01001754,Cardiff 031D,W06000015,Cardiff,6,6,6,6,7,8,4,1,4,South East Wales
W01000771,Swansea 020D,W06000011,Swansea,8,7,7,9,8,4,7,10,9,Mid and South West Wales
W01000087,Gwynedd 004C,W06000002,Gwynedd,9,7,9,6,9,9,7,10,8,North Wales
W01000778,Swansea 012C,W06000011,Swansea,8,7,6,6,9,10,7,5,8,Mid and South West Wales
W01000136,Conwy 006B,W06000003,Conwy,9,7,8,10,5,8,8,10,8,North Wales
W01001380,Caerphilly 010A,W06000018,Caerphilly,7,7,6,5,6,9,6,4,5,South East Wales
W01001860,Cardiff 034C,W06000015,Cardiff,7,7,8,9,10,9,1,1,4,South East Wales
W01001119,The Vale of Glamorgan 003B,W06000014,Vale of Glamorgan,8,9,9,10,9,1,8,5,8,South East Wales
W01000068,Gwynedd 016E,W06000002,Gwynedd,7,6,5,6,5,7,6,9,6,North Wales
W01000110,Gwynedd 006D,W06000002,Gwynedd,7,6,6,6,6,3,9,10,7,North Wales
W01000728,Carmarthenshire 003D,W06000010,Carmarthenshire,5,8,8,8,7,1,1,9,8,Mid and South West Wales
W01000121,Conwy 015A,W06000003,Conwy,7,8,9,9,7,1,2,5,5,North Wales
W01001023,Bridgend 014C,W06000013,Bridgend,2,3,1,2,2,3,5,3,2,South East Wales
W01000755,Swansea 017A,W06000011,Swansea,5,5,5,6,4,5,5,4,2,Mid and South West Wales
W01001283,Rhondda Cynon Taf 015D,W06000016,Rhondda Cynon Taf,4,5,5,5,3,2,8,3,6,South East Wales
W01001161,Rhondda Cynon Taf 029B,W06000016,Rhondda Cynon Taf,8,7,7,4,6,8,9,7,8,South East Wales
W01001356,Caerphilly 006A,W06000018,Caerphilly,8,8,9,7,7,8,4,1,8,South East Wales
W01001878,Cardiff 011B,W06000015,Cardiff,6,4,6,5,4,9,9,3,3,South East Wales
W01000153,Conwy 009D,W06000003,Conwy,7,7,6,6,6,4,7,10,5,North Wales
W01001056,Bridgend 007D,W06000013,Bridgend,5,5,5,4,4,8,9,8,4,South East Wales
W01000210,Denbighshire 016E,W06000004,Denbighshire,7,7,8,8,7,2,6,9,5,North Wales
W01000139,Conwy 007A,W06000003,Conwy,9,7,8,7,8,10,8,10,2,North Wales
W01000245,Denbighshire 010A,W06000004,Denbighshire,9,7,7,8,8,9,7,9,6,North Wales
W01000267,Flintshire 017F,W06000005,Flintshire,9,8,8,8,8,8,8,10,8,North Wales
W01000230,Denbighshire 017F,W06000004,Denbighshire,7,6,6,6,6,8,7,8,8,North Wales
W01000037,Isle of Anglesey 003G,W06000001,Isle of Anglesey,6,4,4,5,4,7,9,10,5,North Wales
W01001397,Caerphilly 019E,W06000018,Caerphilly,8,7,5,6,5,8,8,9,8,South East Wales
W01000291,Flintshire 005B,W06000005,Flintshire,7,6,6,6,6,4,9,9,7,North Wales
W01000297,Flintshire 003D,W06000005,Flintshire,7,5,6,4,5,9,8,9,7,North Wales
W01000166,Conwy 006D,W06000003,Conwy,6,6,7,5,4,4,6,7,5,North Wales
W01000276,Flintshire 008A,W06000005,Flintshire,9,7,10,7,5,9,8,8,8,North Wales
W01000246,Denbighshire 010B,W06000004,Denbighshire,6,5,5,4,3,10,7,6,7,North Wales
W01000787,Swansea 016C,W06000011,Swansea,3,3,3,4,3,6,2,6,2,Mid and South West Wales
W01000929,Neath Port Talbot 020D,W06000012,Neath Port Talbot,3,2,2,3,4,2,6,4,8,Mid and South West Wales
W01001341,Caerphilly 020B,W06000018,Caerphilly,2,2,2,2,2,8,4,5,4,South East Wales
W01001420,Caerphilly 022D,W06000018,Caerphilly,8,8,7,8,8,8,8,2,7,South East Wales
W01000308,Flintshire 020C,W06000005,Flintshire,7,6,8,7,5,4,3,10,6,North Wales
W01001352,Caerphilly 007A,W06000018,Caerphilly,2,2,3,3,1,9,3,6,4,South East Wales
W01000389,Wrexham 017D,W06000006,Wrexham,7,7,8,7,7,2,5,9,7,North Wales
W01001537,Torfaen 007E,W06000020,Torfaen,8,8,8,5,6,8,9,7,4,South East Wales
W01001559,Monmouthshire 008A,W06000021,Monmouthshire,8,8,7,7,5,9,7,6,7,South East Wales
W01000351,Wrexham 005A,W06000006,Wrexham,6,5,6,6,3,7,6,10,3,North Wales
W01000422,Wrexham 008F,W06000006,Wrexham,7,7,6,6,6,7,7,8,5,North Wales
W01000500,Powys 003C,W06000023,Powys,6,6,6,7,5,2,7,8,7,Mid and South West Wales
W01000518,Ceredigion 003C,W06000008,Ceredigion,6,6,6,6,9,3,5,5,2,Mid and South West Wales
W01000407,Wrexham 016C,W06000006,Wrexham,9,10,10,9,8,2,8,8,3,North Wales
W01001606,Newport 008A,W06000022,Newport,8,9,8,8,6,9,9,1,5,South East Wales
W01001139,Rhondda Cynon Taf 005C,W06000016,Rhondda Cynon Taf,5,4,4,3,4,8,4,8,5,South East Wales
W01000470,Powys 001D,W06000023,Powys,7,8,9,8,7,1,4,8,9,Mid and South West Wales
W01001396,Caerphilly 023D,W06000018,Caerphilly,2,2,2,2,2,3,5,2,3,South East Wales
W01001231,Rhondda Cynon Taf 017D,W06000016,Rhondda Cynon Taf,3,3,3,2,3,4,3,2,5,South East Wales
W01000627,Carmarthenshire 013C,W06000010,Carmarthenshire,6,6,5,8,5,2,6,7,8,Mid and South West Wales
W01000653,Carmarthenshire 023A,W06000010,Carmarthenshire,6,6,5,6,8,10,6,3,2,Mid and South West Wales
W01000473,Powys 004C,W06000023,Powys,7,6,6,5,6,6,8,9,7,Mid and South West Wales
W01000488,Powys 006C,W06000023,Powys,7,9,10,10,7,1,4,7,10,Mid and South West Wales
W01001364,Caerphilly 012B,W06000018,Caerphilly,1,1,1,1,1,5,5,6,3,South East Wales
W01001320,Merthyr Tydfil 007C,W06000024,Merthyr Tydfil,5,5,3,4,5,6,5,8,7,South East Wales
W01000731,Carmarthenshire 017C,W06000010,Carmarthenshire,7,6,6,6,6,7,5,9,9,Mid and South West Wales
W01000735,Carmarthenshire 027D,W06000010,Carmarthenshire,7,7,8,7,7,2,7,4,9,Mid and South West Wales
W01001490,Torfaen 001D,W06000020,Torfaen,5,4,6,6,4,10,2,3,2,South East Wales
W01001671,Newport 016D,W06000022,Newport,5,4,4,3,6,8,9,2,5,South East Wales
W01001447,Blaenau Gwent 002B,W06000019,Blaenau Gwent,2,2,2,2,2,3,3,6,4,South East Wales
W01001619,Newport 003C,W06000022,Newport,1,1,1,1,1,3,7,4,1,South East Wales
W01000467,Powys 010D,W06000023,Powys,9,7,6,8,8,9,6,10,6,Mid and South West Wales
W01001925,Carmarthenshire 023F,W06000010,Carmarthenshire,5,5,5,7,5,4,8,1,5,Mid and South West Wales
W01001322,Merthyr Tydfil 007E,W06000024,Merthyr Tydfil,3,4,3,3,3,8,2,3,4,South East Wales
W01001710,Cardiff 040B,W06000015,Cardiff,4,3,6,5,6,8,1,1,7,South East Wales
W01000664,Carmarthenshire 016C,W06000010,Carmarthenshire,6,7,5,6,6,3,6,4,8,Mid and South West Wales
W01000679,Carmarthenshire 002D,W06000010,Carmarthenshire,6,5,6,8,5,9,3,2,6,Mid and South West Wales
W01000684,Carmarthenshire 005D,W06000010,Carmarthenshire,6,8,8,9,8,1,4,8,10,Mid and South West Wales
W01000150,Conwy 005B,W06000003,Conwy,5,4,5,5,4,3,10,2,5,North Wales
W01000808,Swansea 003C,W06000011,Swansea,7,7,5,6,7,9,5,6,3,Mid and South West Wales
W01000686,Carmarthenshire 001B,W06000010,Carmarthenshire,6,7,7,7,6,1,3,8,9,Mid and South West Wales
W01001894,Cardiff 010C,W06000015,Cardiff,10,10,9,9,9,9,8,2,9,South East Wales
W01001631,Newport 017C,W06000022,Newport,8,8,8,6,6,10,9,4,7,South East Wales
W01000201,Denbighshire 008B,W06000004,Denbighshire,5,3,4,4,5,7,6,7,6,North Wales
W01000217,Denbighshire 008C,W06000004,Denbighshire,5,3,5,5,3,9,4,10,7,North Wales
W01000408,Wrexham 013D,W06000006,Wrexham,5,4,5,5,3,3,8,10,5,North Wales
W01000766,Swansea 015D,W06000011,Swansea,6,5,6,6,5,9,3,3,4,Mid and South West Wales
W01001829,Cardiff 033A,W06000015,Cardiff,4,5,8,5,4,7,1,1,3,South East Wales
