lsoa11cd,lsoa_name_2,lad19cd,lad19nm,wimd_deciles,wimd_income_domain_deciles,wimd_employment_domain_deciles,wimd_health_domain_deciles,wimd_education_domain_deciles,wimd_access_to_services_domain_deciles,wimd_housing_domain_deciles,wimd_physical_environment_domain_deciles,wimd_community_safety_domain_deciles,region_name
W01001540,Torfaen 004E,W06000020,Torfaen,6,7,6,5,6,8,2,6,3,South East Wales
W01001409,Caerphilly 016C,W06000018,Caerphilly,8,7,7,7,8,8,5,6,3,South East Wales
W01001840,Cardiff 007D,W06000015,Cardiff,7,6,6,6,6,8,10,2,4,South East Wales
W01001442,Blaenau Gwent 001C,W06000019,Blaenau Gwent,8,8,7,7,8,10,6,4,3,South East Wales
W01000083,Gwynedd 015D,W06000002,Gwynedd,7,9,10,10,10,1,1,9,8,North Wales
W01001783,Cardiff 026E,W06000015,Cardiff,10,9,10,10,10,10,10,3,9,South East Wales
W01001795,Cardiff 002B,W06000015,Cardiff,10,10,10,10,10,10,10,3,10,South East Wales
W01001564,Monmouthshire 003D,W06000021,Monmouthshire,6,7,6,7,8,2,9,3,4,South East Wales
W01001123,The Vale of Glamorgan 005B,W06000014,Vale of Glamorgan,9,8,8,9,10,9,7,7,6,South East Wales
W01001412,Caerphilly 017B,W06000018,Caerphilly,5,5,4,5,6,10,7,2,2,South East Wales
W01001127,The Vale of Glamorgan 001B,W06000014,Vale of Glamorgan,9,10,9,10,10,2,9,10,9,South East Wales
W01001846,Cardiff 006C,W06000015,Cardiff,10,10,10,10,10,6,10,2,10,South East Wales
W01000681,Carmarthenshire 011B,W06000010,Carmarthenshire,3,3,3,4,4,2,6,1,6,Mid and South West Wales
W01001613,Newport 011C,W06000022,Newport,6,6,7,6,7,10,2,1,6,South East Wales
W01000115,Gwynedd 003E,W06000002,Gwynedd,7,7,7,9,9,2,2,7,5,North Wales
W01001563,Monmouthshire 003C,W06000021,Monmouthshire,8,5,7,7,7,8,9,8,10,South East Wales
W01001569,Monmouthshire 003E,W06000021,Monmouthshire,8,8,7,8,8,2,7,9,7,South East Wales
W01001847,Cardiff 006D,W06000015,Cardiff,10,10,10,10,10,9,10,2,10,South East Wales
W01001218,Rhondda Cynon Taf 018B,W06000016,Rhondda Cynon Taf,4,4,4,5,4,9,3,2,4,South East Wales
W01001836,Cardiff 030B,W06000015,Cardiff,6,7,8,7,10,8,1,2,3,South East Wales
W01001849,Cardiff 004A,W06000015,Cardiff,10,10,9,10,10,7,9,3,10,South East Wales
W01001855,Cardiff 042A,W06000015,Cardiff,1,1,3,1,3,4,1,1,3,South East Wales
W01001850,Cardiff 012C,W06000015,Cardiff,10,10,10,10,10,10,10,2,8,South East Wales
W01001521,Torfaen 007C,W06000020,Torfaen,5,4,4,4,4,9,7,3,3,South East Wales
W01001284,Rhondda Cynon Taf 015E,W06000016,Rhondda Cynon Taf,9,9,8,6,7,6,10,8,10,South East Wales
W01000881,Swansea 029C,W06000011,Swansea,3,2,1,4,7,6,8,9,5,Mid and South West Wales
W01001579,Monmouthshire 001E,W06000021,Monmouthshire,8,9,7,9,10,3,9,2,4,South East Wales
W01001871,Cardiff 037B,W06000015,Cardiff,1,1,1,1,1,4,2,1,1,South East Wales
W01001608,Newport 008B,W06000022,Newport,8,8,7,8,7,10,6,1,6,South East Wales
W01001873,Cardiff 038C,W06000015,Cardiff,1,1,2,1,3,5,1,1,2,South East Wales
W01001021,Bridgend 014A,W06000013,Bridgend,3,3,3,3,4,4,2,3,1,South East Wales
W01001557,Monmouthshire 001C,W06000021,Monmouthshire,5,5,4,5,8,7,4,3,1,South East Wales
W01001611,Newport 011A,W06000022,Newport,5,4,5,7,6,9,2,1,4,South East Wales
W01001907,Powys 001G,W06000023,Powys,6,8,10,10,7,1,2,7,10,Mid and South West Wales
W01000335,Flintshire 009D,W06000005,Flintshire,2,2,3,2,1,5,6,8,3,North Wales
W01001675,Newport 007A,W06000022,Newport,5,6,6,6,6,9,2,1,4,South East Wales
W01001897,Powys 020D,W06000023,Powys,8,9,9,9,9,1,8,5,8,Mid and South West Wales
W01001874,Cardiff 038D,W06000015,Cardiff,1,1,1,1,1,2,1,1,1,South East Wales
W01000483,Powys 009C,W06000023,Powys,2,2,2,2,2,3,5,5,2,Mid and South West Wales
W01001880,Cardiff 013B,W06000015,Cardiff,1,1,1,1,1,3,8,1,4,South East Wales
W01000638,Carmarthenshire 007B,W06000010,Carmarthenshire,2,2,2,3,2,3,6,6,6,Mid and South West Wales
W01000187,Conwy 002C,W06000003,Conwy,1,1,1,1,2,3,6,7,1,North Wales
W01001270,Rhondda Cynon Taf 010B,W06000016,Rhondda Cynon Taf,4,4,4,5,6,9,4,1,3,South East Wales
W01001904,Powys 018G,W06000023,Powys,8,10,10,10,10,1,3,7,8,Mid and South West Wales
W01001340,Caerphilly 020A,W06000018,Caerphilly,9,9,9,7,8,7,9,5,8,South East Wales
W01000128,Conwy 009C,W06000003,Conwy,7,5,5,6,9,9,5,10,3,North Wales
W01000099,Gwynedd 005C,W06000002,Gwynedd,8,7,8,7,10,2,5,10,8,North Wales
W01001896,Cardiff 020E,W06000015,Cardiff,10,10,10,10,10,10,6,3,6,South East Wales
W01001057,Bridgend 006B,W06000013,Bridgend,3,3,3,1,4,7,8,3,4,South East Wales
W01001912,Newport 020E,W06000022,Newport,6,9,8,6,9,1,10,1,4,South East Wales
W01000659,Carmarthenshire 026A,W06000010,Carmarthenshire,2,2,2,2,1,2,1,2,2,Mid and South West Wales
W01000255,Flintshire 015A,W06000005,Flintshire,8,7,9,8,6,8,6,3,4,North Wales
W01001405,Caerphilly 011E,W06000018,Caerphilly,4,3,4,5,4,6,7,5,5,South East Wales
W01000733,Carmarthenshire 026E,W06000010,Carmarthenshire,1,1,1,1,1,3,3,2,1,Mid and South West Wales
W01001413,Caerphilly 017C,W06000018,Caerphilly,4,4,4,3,3,6,4,2,3,South East Wales
W01001517,Torfaen 006D,W06000020,Torfaen,9,9,9,7,8,9,6,4,7,South East Wales
W01000196,Denbighshire 012B,W06000004,Denbighshire,10,9,9,7,8,10,6,10,8,North Wales
W01000486,Powys 011G,W06000023,Powys,8,6,7,6,8,6,7,9,6,Mid and South West Wales
W01000215,Denbighshire 002C,W06000004,Denbighshire,10,9,8,9,9,8,8,10,9,North Wales
W01001518,Torfaen 006E,W06000020,Torfaen,9,9,8,8,8,7,9,5,8,South East Wales
W01001545,Monmouthshire 001A,W06000021,Monmouthshire,9,9,7,9,10,5,9,3,9,South East Wales
W01001572,Monmouthshire 011A,W06000021,Monmouthshire,9,8,7,8,9,10,10,2,7,South East Wales
W01000729,Carmarthenshire 018C,W06000010,Carmarthenshire,2,2,2,2,1,5,5,7,7,Mid and South West Wales
W01000734,Carmarthenshire 026F,W06000010,Carmarthenshire,1,2,1,2,1,4,1,3,1,Mid and South West Wales
W01001809,Cardiff 017A,W06000015,Cardiff,5,6,5,4,5,4,3,3,8,South East Wales
W01001558,Monmouthshire 002C,W06000021,Monmouthshire,4,4,3,4,6,3,7,7,4,South East Wales
W01000812,Swansea 008C,W06000011,Swansea,1,1,1,2,3,5,2,4,1,Mid and South West Wales
W01001622,Newport 003F,W06000022,Newport,4,5,4,2,3,6,8,6,2,South East Wales
W01001706,Cardiff 041B,W06000015,Cardiff,4,4,3,4,5,8,4,1,4,South East Wales
W01001817,Cardiff 009C,W06000015,Cardiff,5,5,6,2,6,8,7,1,8,South East Wales
W01001792,Cardiff 005B,W06000015,Cardiff,4,3,3,5,5,4,5,3,5,South East Wales
W01001624,Newport 001B,W06000022,Newport,9,10,10,10,10,10,10,1,7,South East Wales
W01000896,Neath Port Talbot 013C,W06000012,Neath Port Talbot,1,1,1,1,1,2,3,9,5,Mid and South West Wales
W01001635,Newport 016A,W06000022,Newport,9,9,7,8,10,7,10,4,6,South East Wales
W01000622,Pembrokeshire 008E,W06000009,Pembrokeshire,8,9,8,10,8,1,7,5,7,Mid and South West Wales
W01001657,Newport 020C,W06000022,Newport,9,10,10,10,10,3,10,1,4,South East Wales
W01001772,Cardiff 021A,W06000015,Cardiff,9,9,8,8,10,9,7,1,9,South East Wales
W01000642,Carmarthenshire 008B,W06000010,Carmarthenshire,8,8,7,5,9,5,9,5,5,Mid and South West Wales
W01000962,Neath Port Talbot 016D,W06000012,Neath Port Talbot,1,1,1,1,1,3,4,4,4,Mid and South West Wales
W01000762,Swansea 013C,W06000011,Swansea,2,1,2,2,1,5,4,5,1,Mid and South West Wales
W01001064,The Vale of Glamorgan 013B,W06000014,Vale of Glamorgan,1,2,1,1,2,4,8,5,5,South East Wales
W01001173,Rhondda Cynon Taf 020B,W06000016,Rhondda Cynon Taf,1,1,1,1,1,5,4,9,4,South East Wales
W01000790,Swansea 016F,W06000011,Swansea,2,3,3,3,3,4,1,3,4,Mid and South West Wales
W01001209,Rhondda Cynon Taf 008A,W06000016,Rhondda Cynon Taf,1,1,1,1,1,2,2,7,5,South East Wales
W01001802,Cardiff 007A,W06000015,Cardiff,4,4,4,4,4,7,7,1,2,South East Wales
W01001300,Merthyr Tydfil 008B,W06000024,Merthyr Tydfil,1,1,1,2,1,2,5,9,2,South East Wales
W01001308,Merthyr Tydfil 008D,W06000024,Merthyr Tydfil,1,1,1,1,1,2,1,7,3,South East Wales
W01001421,Caerphilly 022E,W06000018,Caerphilly,1,1,1,1,1,3,4,1,1,South East Wales
W01000805,Swansea 028D,W06000011,Swansea,10,10,10,10,10,8,10,10,10,Mid and South West Wales
W01000823,Swansea 031A,W06000011,Swansea,10,10,10,10,10,8,10,9,10,Mid and South West Wales
W01000426,Powys 021A,W06000023,Powys,5,6,4,4,7,5,6,4,7,Mid and South West Wales
W01000183,Conwy 008E,W06000003,Conwy,7,6,6,7,8,10,3,10,4,North Wales
W01000826,Swansea 031D,W06000011,Swansea,10,10,9,10,10,5,9,10,7,Mid and South West Wales
W01000103,Gwynedd 005D,W06000002,Gwynedd,6,6,6,7,8,2,5,10,6,North Wales
W01000529,Ceredigion 007A,W06000008,Ceredigion,5,5,6,9,7,1,2,7,9,Mid and South West Wales
W01000849,Swansea 021A,W06000011,Swansea,2,2,3,1,3,3,2,7,3,Mid and South West Wales
W01000206,Denbighshire 013C,W06000004,Denbighshire,7,9,7,8,9,2,1,9,10,North Wales
W01001235,Rhondda Cynon Taf 021F,W06000016,Rhondda Cynon Taf,3,2,4,2,4,4,7,3,5,South East Wales
W01000797,Swansea 010B,W06000011,Swansea,8,7,5,6,7,9,9,6,8,Mid and South West Wales
W01000517,Ceredigion 002D,W06000008,Ceredigion,6,8,7,7,9,3,1,9,1,Mid and South West Wales
W01001473,Blaenau Gwent 003B,W06000019,Blaenau Gwent,1,1,1,1,1,2,7,5,1,South East Wales
W01001336,Caerphilly 004A,W06000018,Caerphilly,3,4,2,2,5,6,6,8,2,South East Wales
W01000538,Ceredigion 005C,W06000008,Ceredigion,6,8,8,7,8,1,2,7,9,Mid and South West Wales
W01000543,Ceredigion 011C,W06000008,Ceredigion,5,7,7,9,8,1,1,5,8,Mid and South West Wales
W01000941,Neath Port Talbot 012B,W06000012,Neath Port Talbot,2,2,2,4,2,4,6,7,3,Mid and South West Wales
W01000647,Carmarthenshire 002A,W06000010,Carmarthenshire,5,7,7,10,7,1,1,5,9,Mid and South West Wales
W01001659,Newport 018A,W06000022,Newport,1,1,1,1,1,3,1,1,1,South East Wales
W01000028,Isle of Anglesey 001D,W06000001,Isle of Anglesey,4,5,5,6,5,1,2,7,9,North Wales
W01001662,Newport 018D,W06000022,Newport,1,1,1,1,2,3,2,3,1,South East Wales
W01001015,Bridgend 002B,W06000013,Bridgend,2,2,2,1,3,3,5,5,5,South East Wales
W01001692,Newport 011E,W06000022,Newport,1,2,3,2,1,6,1,1,1,South East Wales
W01001704,Cardiff 041A,W06000015,Cardiff,1,1,1,1,1,2,4,3,4,South East Wales
W01001739,Cardiff 039C,W06000015,Cardiff,1,1,1,1,1,3,2,2,2,South East Wales
W01001762,Cardiff 046D,W06000015,Cardiff,1,1,1,1,2,4,1,1,5,South East Wales
W01001192,Rhondda Cynon Taf 031B,W06000016,Rhondda Cynon Taf,2,2,2,1,2,8,7,5,8,South East Wales
W01001857,Cardiff 042C,W06000015,Cardiff,1,1,1,1,2,4,2,1,1,South East Wales
W01001436,Blaenau Gwent 008B,W06000019,Blaenau Gwent,2,3,1,4,2,7,1,4,1,South East Wales
W01001883,Cardiff 016C,W06000015,Cardiff,1,1,1,2,1,4,3,2,2,South East Wales
W01000240,Denbighshire 004E,W06000004,Denbighshire,1,1,1,1,1,2,1,5,1,North Wales
W01001362,Caerphilly 003C,W06000018,Caerphilly,3,4,2,3,4,7,3,6,3,South East Wales
W01000801,Swansea 006D,W06000011,Swansea,1,1,1,1,1,4,7,6,4,Mid and South West Wales
W01000832,Swansea 011B,W06000011,Swansea,1,1,1,1,1,3,8,6,1,Mid and South West Wales
W01001830,Cardiff 033B,W06000015,Cardiff,2,3,3,2,5,4,1,1,5,South East Wales
W01000086,Gwynedd 008B,W06000002,Gwynedd,4,5,7,7,7,1,1,7,5,North Wales
W01000862,Swansea 019A,W06000011,Swansea,1,1,1,1,1,2,4,8,2,Mid and South West Wales
W01000934,Neath Port Talbot 008A,W06000012,Neath Port Talbot,1,1,1,1,1,4,3,1,2,Mid and South West Wales
W01001061,The Vale of Glamorgan 015C,W06000014,Vale of Glamorgan,5,5,4,4,6,4,5,4,2,South East Wales
W01000138,Conwy 008A,W06000003,Conwy,4,3,2,4,6,3,7,10,4,North Wales
W01000318,Flintshire 016F,W06000005,Flintshire,2,2,3,2,1,5,8,9,3,North Wales
W01000689,Carmarthenshire 003C,W06000010,Carmarthenshire,6,7,7,8,8,1,2,8,8,Mid and South West Wales
W01000589,Pembrokeshire 012A,W06000009,Pembrokeshire,4,3,4,4,3,6,7,5,5,Mid and South West Wales
W01001781,Cardiff 026C,W06000015,Cardiff,9,7,6,9,10,10,7,2,5,South East Wales
W01001062,The Vale of Glamorgan 013A,W06000014,Vale of Glamorgan,8,7,7,8,9,10,1,5,6,South East Wales
W01001535,Torfaen 012D,W06000020,Torfaen,8,6,6,6,7,5,10,8,9,South East Wales
W01001092,The Vale of Glamorgan 007B,W06000014,Vale of Glamorgan,5,4,4,4,6,6,8,6,6,South East Wales
W01001430,Caerphilly 015B,W06000018,Caerphilly,5,5,6,3,5,6,3,7,4,South East Wales
W01001542,Monmouthshire 009A,W06000021,Monmouthshire,8,9,9,9,9,2,7,6,8,South East Wales
W01001486,Torfaen 002E,W06000020,Torfaen,5,5,4,4,6,8,6,5,2,South East Wales
W01001612,Newport 011B,W06000022,Newport,5,5,5,5,5,9,2,1,4,South East Wales
W01000507,Ceredigion 009A,W06000008,Ceredigion,7,8,7,9,9,1,2,10,9,Mid and South West Wales
W01001686,Newport 014C,W06000022,Newport,5,4,5,4,7,9,3,3,1,South East Wales
W01001824,Cardiff 029C,W06000015,Cardiff,5,7,6,6,9,9,1,1,4,South East Wales
W01000701,Carmarthenshire 001C,W06000010,Carmarthenshire,6,7,7,8,6,1,3,8,9,Mid and South West Wales
W01000879,Swansea 029A,W06000011,Swansea,10,10,10,9,10,10,9,9,9,Mid and South West Wales
W01001008,Bridgend 011B,W06000013,Bridgend,10,10,8,8,9,6,10,6,9,South East Wales
W01001796,Cardiff 002C,W06000015,Cardiff,9,8,8,9,8,10,10,3,9,South East Wales
W01001116,The Vale of Glamorgan 005A,W06000014,Vale of Glamorgan,10,10,10,10,10,10,7,4,9,South East Wales
W01001133,The Vale of Glamorgan 008E,W06000014,Vale of Glamorgan,10,10,10,9,10,9,9,7,9,South East Wales
W01001224,Rhondda Cynon Taf 031D,W06000016,Rhondda Cynon Taf,10,10,10,10,10,10,10,4,10,South East Wales
W01001427,Caerphilly 024F,W06000018,Caerphilly,10,10,10,10,10,10,10,4,9,South East Wales
W01001552,Monmouthshire 004A,W06000021,Monmouthshire,10,10,10,10,10,5,10,3,10,South East Wales
W01001586,Monmouthshire 007D,W06000021,Monmouthshire,10,9,9,10,10,10,10,5,8,South East Wales
W01001597,Monmouthshire 006F,W06000021,Monmouthshire,10,10,10,10,10,9,10,2,10,South East Wales
W01000963,Neath Port Talbot 016E,W06000012,Neath Port Talbot,1,1,1,1,1,3,5,7,4,Mid and South West Wales
W01001174,Rhondda Cynon Taf 020C,W06000016,Rhondda Cynon Taf,1,1,1,1,1,3,7,7,3,South East Wales
W01001266,Rhondda Cynon Taf 007B,W06000016,Rhondda Cynon Taf,1,1,1,2,1,3,6,2,4,South East Wales
W01001345,Caerphilly 021C,W06000018,Caerphilly,1,1,1,1,1,3,5,8,3,South East Wales
W01001530,Torfaen 003C,W06000020,Torfaen,1,1,1,1,1,3,6,6,1,South East Wales
W01001955,Swansea 025F,W06000011,Swansea,1,1,1,1,3,2,10,3,1,Mid and South West Wales
W01001715,Cardiff 035B,W06000015,Cardiff,8,7,7,9,10,9,3,3,8,South East Wales
W01000336,Flintshire 009E,W06000005,Flintshire,1,1,2,2,1,4,2,4,1,North Wales
W01001797,Cardiff 005C,W06000015,Cardiff,9,8,8,8,8,10,9,3,6,South East Wales
W01000606,Pembrokeshire 015B,W06000009,Pembrokeshire,1,1,1,2,1,3,5,7,1,Mid and South West Wales
W01001822,Cardiff 029A,W06000015,Cardiff,8,6,7,8,10,8,8,1,6,South East Wales
W01001395,Caerphilly 023C,W06000018,Caerphilly,3,3,4,3,4,6,4,1,4,South East Wales
W01000685,Carmarthenshire 001A,W06000010,Carmarthenshire,4,5,4,6,7,1,1,8,7,Mid and South West Wales
W01000592,Pembrokeshire 012D,W06000009,Pembrokeshire,2,1,2,3,1,4,7,10,5,Mid and South West Wales
W01000884,Neath Port Talbot 017A,W06000012,Neath Port Talbot,1,1,1,2,1,4,3,1,1,Mid and South West Wales
W01001905,Powys 018H,W06000023,Powys,8,10,10,10,10,1,5,8,9,Mid and South West Wales
W01000992,Bridgend 001B,W06000013,Bridgend,1,1,1,1,1,4,1,8,5,South East Wales
W01001306,Merthyr Tydfil 003D,W06000024,Merthyr Tydfil,6,7,6,6,8,5,4,5,2,South East Wales
W01000156,Conwy 004B,W06000003,Conwy,8,6,6,8,10,7,9,7,6,North Wales
W01001562,Monmouthshire 003B,W06000021,Monmouthshire,6,6,5,7,6,1,5,6,7,South East Wales
W01001017,Bridgend 002C,W06000013,Bridgend,7,6,6,5,7,10,5,7,2,South East Wales
W01000403,Wrexham 018C,W06000006,Wrexham,8,9,10,9,9,1,7,8,10,North Wales
W01001932,Gwynedd 014E,W06000002,Gwynedd,5,8,9,10,9,1,1,9,10,North Wales
W01001337,Caerphilly 004B,W06000018,Caerphilly,4,4,3,4,5,10,3,6,1,South East Wales
W01000836,Swansea 011E,W06000011,Swansea,2,2,2,2,1,3,7,9,3,Mid and South West Wales
W01001179,Rhondda Cynon Taf 023B,W06000016,Rhondda Cynon Taf,1,2,1,1,1,3,6,8,5,South East Wales
W01000895,Neath Port Talbot 013B,W06000012,Neath Port Talbot,2,2,1,2,3,8,3,2,4,Mid and South West Wales
W01001049,Bridgend 008C,W06000013,Bridgend,2,2,2,2,1,6,5,4,5,South East Wales
W01001418,Caerphilly 008E,W06000018,Caerphilly,2,3,3,2,2,4,4,3,1,South East Wales
W01001408,Caerphilly 016B,W06000018,Caerphilly,3,3,4,3,2,3,5,5,3,South East Wales
W01001525,Torfaen 003A,W06000020,Torfaen,2,2,3,2,1,7,6,8,1,South East Wales
W01001669,Newport 009A,W06000022,Newport,10,10,10,10,10,7,10,6,10,South East Wales
W01000457,Powys 002B,W06000023,Powys,8,9,10,10,9,1,9,1,10,Mid and South West Wales
W01001733,Cardiff 019B,W06000015,Cardiff,10,10,10,10,10,9,8,2,10,South East Wales
W01001820,Cardiff 006A,W06000015,Cardiff,9,8,8,9,10,6,9,3,8,South East Wales
W01001934,Ceredigion 002F,W06000008,Ceredigion,9,9,9,8,9,3,4,7,6,Mid and South West Wales
W01001819,Cardiff 014D,W06000015,Cardiff,10,9,9,10,10,9,9,6,9,South East Wales
W01000494,Powys 015E,W06000023,Powys,8,8,7,7,9,2,6,9,7,Mid and South West Wales
W01001848,Cardiff 012B,W06000015,Cardiff,10,10,10,10,10,10,8,3,9,South East Wales
W01001852,Cardiff 004B,W06000015,Cardiff,10,10,10,10,10,10,9,1,8,South East Wales
W01001853,Cardiff 004C,W06000015,Cardiff,10,10,10,9,10,10,9,3,10,South East Wales
W01001916,Rhondda Cynon Taf 027G,W06000016,Rhondda Cynon Taf,10,10,10,10,9,10,10,8,10,South East Wales
W01001948,Cardiff 006E,W06000015,Cardiff,10,10,10,10,10,10,10,6,7,South East Wales
W01000092,Gwynedd 001E,W06000002,Gwynedd,9,10,10,10,10,5,1,10,6,North Wales
W01001954,Cardiff 006F,W06000015,Cardiff,10,10,8,10,10,10,10,5,10,South East Wales
W01000008,Isle of Anglesey 008A,W06000001,Isle of Anglesey,10,9,9,9,10,10,8,9,10,North Wales
W01000260,Flintshire 017B,W06000005,Flintshire,9,8,8,7,7,9,8,9,8,North Wales
W01001203,Rhondda Cynon Taf 009D,W06000016,Rhondda Cynon Taf,1,1,1,1,1,3,5,6,4,South East Wales
W01000050,Gwynedd 003A,W06000002,Gwynedd,5,5,5,8,8,2,2,5,4,North Wales
W01001448,Blaenau Gwent 002C,W06000019,Blaenau Gwent,3,4,2,4,5,10,4,5,1,South East Wales
W01001862,Cardiff 042D,W06000015,Cardiff,2,3,5,3,4,3,1,1,2,South East Wales
W01000554,Pembrokeshire 009A,W06000009,Pembrokeshire,8,8,7,9,9,1,8,8,10,Mid and South West Wales
W01001401,Caerphilly 011A,W06000018,Caerphilly,4,4,3,5,3,4,8,4,4,South East Wales
W01001003,Bridgend 015D,W06000013,Bridgend,8,9,8,6,9,4,8,5,4,South East Wales
W01001433,Caerphilly 013E,W06000018,Caerphilly,4,5,4,4,6,10,2,1,1,South East Wales
W01000257,Flintshire 015C,W06000005,Flintshire,10,10,10,9,9,9,9,4,10,North Wales
W01000285,Flintshire 013D,W06000005,Flintshire,10,10,10,10,10,10,10,6,5,North Wales
W01000302,Flintshire 013F,W06000005,Flintshire,10,9,9,10,9,9,9,10,9,North Wales
W01000369,Wrexham 020F,W06000006,Wrexham,9,8,8,8,8,10,9,9,5,North Wales
W01000512,Ceredigion 002A,W06000008,Ceredigion,9,10,10,8,10,5,2,5,6,Mid and South West Wales
W01000396,Wrexham 020H,W06000006,Wrexham,10,10,10,10,10,10,10,9,9,North Wales
W01000397,Wrexham 020I,W06000006,Wrexham,10,10,10,10,10,9,10,8,10,North Wales
W01001566,Monmouthshire 005A,W06000021,Monmouthshire,4,7,3,9,9,1,3,5,6,South East Wales
W01001647,Newport 015F,W06000022,Newport,4,5,6,7,6,2,6,1,1,South East Wales
W01000834,Swansea 011D,W06000011,Swansea,2,1,2,2,1,3,7,8,4,Mid and South West Wales
W01000942,Neath Port Talbot 012C,W06000012,Neath Port Talbot,2,2,1,2,1,2,6,8,6,Mid and South West Wales
W01001489,Torfaen 001C,W06000020,Torfaen,3,4,3,4,2,6,2,3,1,South East Wales
W01001680,Newport 007E,W06000022,Newport,6,5,7,6,6,10,3,1,3,South East Wales
W01001238,Rhondda Cynon Taf 022C,W06000016,Rhondda Cynon Taf,1,1,1,1,1,2,4,4,2,South East Wales
W01001428,Caerphilly 001E,W06000018,Caerphilly,1,1,1,1,1,3,7,3,1,South East Wales
W01000096,Gwynedd 003C,W06000002,Gwynedd,5,4,5,5,6,4,6,7,3,North Wales
W01000993,Bridgend 001C,W06000013,Bridgend,2,1,1,1,2,6,4,5,5,South East Wales
W01001453,Blaenau Gwent 008D,W06000019,Blaenau Gwent,1,2,1,2,1,3,3,9,2,South East Wales
W01001610,Newport 015C,W06000022,Newport,3,2,5,3,1,8,5,2,1,South East Wales
W01001469,Blaenau Gwent 005F,W06000019,Blaenau Gwent,1,1,1,1,1,3,6,8,2,South East Wales
W01001906,Powys 001F,W06000023,Powys,6,8,8,10,9,1,2,7,10,Mid and South West Wales
W01001560,Monmouthshire 006C,W06000021,Monmouthshire,8,10,10,10,10,1,3,2,5,South East Wales
W01001800,Cardiff 005D,W06000015,Cardiff,4,3,4,2,5,5,3,4,6,South East Wales
W01000189,Conwy 015F,W06000003,Conwy,5,8,8,10,8,1,1,8,9,North Wales
W01001510,Torfaen 005A,W06000020,Torfaen,7,6,5,7,6,8,5,4,6,South East Wales
W01001114,The Vale of Glamorgan 008A,W06000014,Vale of Glamorgan,10,10,10,10,10,9,10,5,10,South East Wales
W01000710,Carmarthenshire 021D,W06000010,Carmarthenshire,9,8,8,8,9,6,10,3,8,Mid and South West Wales
W01000795,Swansea 006A,W06000011,Swansea,9,8,7,7,9,10,10,5,2,Mid and South West Wales
W01001583,Monmouthshire 007B,W06000021,Monmouthshire,8,9,10,10,10,1,2,4,8,South East Wales
W01001115,The Vale of Glamorgan 008B,W06000014,Vale of Glamorgan,9,8,8,9,10,6,8,7,10,South East Wales
W01000427,Powys 011A,W06000023,Powys,5,7,8,8,7,1,1,9,9,Mid and South West Wales
W01000531,Ceredigion 010C,W06000008,Ceredigion,5,5,5,7,6,1,6,9,8,Mid and South West Wales
W01001117,The Vale of Glamorgan 014B,W06000014,Vale of Glamorgan,9,7,7,7,8,8,8,8,8,South East Wales
W01001159,Rhondda Cynon Taf 028C,W06000016,Rhondda Cynon Taf,10,8,8,10,10,9,10,6,9,South East Wales
W01001125,The Vale of Glamorgan 005D,W06000014,Vale of Glamorgan,9,9,8,8,10,10,5,4,5,South East Wales
W01000194,Denbighshire 011A,W06000004,Denbighshire,4,4,2,3,6,10,2,10,2,North Wales
W01000930,Neath Port Talbot 011D,W06000012,Neath Port Talbot,2,2,2,1,1,6,3,5,7,Mid and South West Wales
W01000537,Ceredigion 008D,W06000008,Ceredigion,5,5,6,9,7,1,1,8,10,Mid and South West Wales
W01001682,Newport 006C,W06000022,Newport,3,3,4,4,4,3,8,2,5,South East Wales
W01000542,Ceredigion 011F,W06000008,Ceredigion,4,7,7,7,7,1,1,3,9,Mid and South West Wales
W01000112,Gwynedd 008D,W06000002,Gwynedd,3,4,5,6,5,1,1,7,5,North Wales
W01001667,Newport 010C,W06000022,Newport,1,1,1,1,1,2,4,2,4,South East Wales
W01000071,Gwynedd 003B,W06000002,Gwynedd,6,5,6,6,7,3,2,10,7,North Wales
W01000646,Carmarthenshire 003A,W06000010,Carmarthenshire,4,5,5,7,7,1,1,9,6,Mid and South West Wales
W01000159,Conwy 014B,W06000003,Conwy,6,8,9,8,7,1,1,9,10,North Wales
W01000539,Ceredigion 005D,W06000008,Ceredigion,5,7,8,7,9,1,1,7,10,Mid and South West Wales
W01000380,Wrexham 004D,W06000006,Wrexham,7,7,5,2,8,9,10,7,9,North Wales
W01001514,Torfaen 006A,W06000020,Torfaen,9,9,8,6,8,10,7,6,4,South East Wales
W01001600,Newport 012A,W06000022,Newport,10,10,10,10,10,8,9,3,6,South East Wales
W01001543,Monmouthshire 009B,W06000021,Monmouthshire,9,9,9,10,10,2,10,5,7,South East Wales
W01001573,Monmouthshire 011B,W06000021,Monmouthshire,9,9,10,10,9,4,8,2,5,South East Wales
W01001731,Cardiff 008B,W06000015,Cardiff,10,9,9,10,10,9,7,3,9,South East Wales
W01001732,Cardiff 019A,W06000015,Cardiff,10,10,10,10,10,10,7,2,9,South East Wales
W01001734,Cardiff 019C,W06000015,Cardiff,10,10,10,10,10,10,9,4,10,South East Wales
W01001735,Cardiff 019D,W06000015,Cardiff,10,9,10,10,10,9,9,3,8,South East Wales
W01001736,Cardiff 008C,W06000015,Cardiff,10,10,10,9,10,10,9,2,10,South East Wales
W01001578,Monmouthshire 009C,W06000021,Monmouthshire,9,9,9,7,10,3,9,3,10,South East Wales
